"","Class","Species","Activity","LogM","LogMR","Ta","MR","M","Applied.stress","No","Dataset","Respiration","Habitat","Habitat2","Respiration2","Individual","bmkleur","Tkleur"
"457","fish","Cyprinus carpio carpio","RMR",2.33243845991561,0.499755794663781,10,3.1605,215.000000000002,"non.restbase",445,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 215",2,1
"458","fish","Cyprinus carpio carpio","RMR",2.4983105537896,1.03360467383237,20,10.8045,315,"non.restbase",446,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 315",2,2
"459","fish","Cyprinus carpio carpio","RMR",2.4983105537896,1.07580235362683,20,11.9070000000001,315,"non.restbase",447,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 315",2,2
"460","fish","Cyprinus carpio carpio","RMR",2.74350976472843,1.50768589711876,24.5,32.1874,554,"non.restbase",448,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 554",2,3
"461","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.41360483681229,24.5,25.9182000000002,560.999999999998,"non.restbase",449,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"462","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.44531924998949,24.5,27.8816999999998,560.999999999998,"non.restbase",450,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"463","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.46329262100139,24.5,29.0597999999997,560.999999999998,"non.restbase",451,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"464","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.4805516264429,24.5,30.2379,560.999999999998,"non.restbase",452,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"465","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.49168799256086,24.5,31.0233,560.999999999998,"non.restbase",453,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"466","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.52855935251399,24.5,33.7722000000003,560.999999999998,"non.restbase",454,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"467","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.56718875487012,24.5,36.9138000000003,560.999999999998,"non.restbase",455,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"468","fish","Cyprinus carpio carpio","RMR",2.74896286125616,1.57178450655927,24.5,37.3065000000003,560.999999999998,"non.restbase",456,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 561",2,3
"469","fish","Cyprinus carpio carpio","RMR",2.77670118398841,1.50828994917515,25.5,32.2322,597.999999999999,"non.restbase",457,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 598",2,3
"470","fish","Cyprinus carpio carpio","RMR",3.16226561429802,1.65081633079847,15,44.7524000000004,1453,"non.restbase",458,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 1453",3,2
"471","fish","Cyprinus carpio carpio","RMR",3.24204423936955,1.90005563602666,15,79.4429999999994,1746,"non.restbase",459,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 1746",3,2
"472","fish","Cyprinus carpio carpio","RMR",3.27989498001164,1.80623425740148,15,64.0079999999997,1905.00000000001,"non.restbase",460,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 1905",3,2
"473","fish","Cyprinus carpio carpio","RMR",3.29225607135648,1.90820612301288,15,80.9480000000005,1960.00000000002,"non.restbase",461,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Cyprinus carpio carpio 1960",3,2
"547","fish","Carapus homei","RMR",-0.795880017344075,-1.66298024739959,30,0.0217280000000001,0.16,"non.restbase",532,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Carapus homei 0.16",1,3
"548","fish","Carapus homei","RMR",-0.638272163982407,-1.42026212099804,30,0.0379960000000003,0.23,"non.restbase",533,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Carapus homei 0.23",1,3
"549","fish","Carapus homei","RMR",-0.356547323513813,-1.00224676116845,30,0.0994840000000007,0.44,"non.restbase",534,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Carapus homei 0.44",1,3
"550","fish","Carapus homei","RMR",-0.337242168318426,-1.14189610997001,30,0.0721279999999994,0.46,"non.restbase",535,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Carapus homei 0.46",1,3
"551","fish","Carapus homei","RMR",0.0791812460476248,-0.92959267825988,30,0.1176,1.2,"non.restbase",536,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Carapus homei 1.2",1,3
"552","fish","Carapus homei","RMR",0.8750612633917,-0.345342245350475,30,0.4515,7.5,"non.restbase",537,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Carapus homei 7.5",1,3
"563","fish","Erpetoichthys calabaricus","RMR",1.43775056282039,0.343546443188257,27,2.2057,27.4000000000001,"non.restbase",548,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Erpetoichthys calabaricus 27.4",2,3
"569","fish","Esox lucius","RMR",2.77815125038364,0.924279286061882,5,8.40000000000001,599.999999999995,"non.restbase",554,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Esox lucius 600",2,1
"570","fish","Esox lucius","RMR",2.77815125038364,1.22530928172586,10,16.7999999999999,599.999999999995,"non.restbase",555,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Esox lucius 600",2,1
"571","fish","Esox lucius","MMR",2.8234742291703,1.67433267637673,15,47.2424787482418,666,"non.restbase",556,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Esox lucius 666",2,2
"593","fish","Exodon paradoxus","RMR",0.556302500767287,-0.573293593953686,30,0.26712,3.6,"non.restbase",578,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Exodon paradoxus 3.6",1,3
"594","fish","Exodon paradoxus","RMR",0.585460729508501,-0.989657633860432,20,0.10241,3.85,"non.restbase",579,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Exodon paradoxus 3.85",1,2
"595","fish","Exodon paradoxus","RMR",0.678518379040114,-0.541885129702061,25,0.287154,4.77,"non.restbase",580,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Exodon paradoxus 4.77",1,3
"600","fish","Fundulus parvipinnis","RMR",0.778151250383644,-0.221414672137038,20,0.6006,6,"non.restbase",582,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Fundulus parvipinnis 6",1,2
"601","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.16731733474818,0.221930389305064,12,1.66698,14.7000000000001,"non.restbase",583,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 14.7",2,2
"602","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.16731733474818,0.270093949631617,12,1.86249,14.7000000000001,"non.restbase",584,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 14.7",2,2
"603","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.26245108973043,0.197454241184084,12,1.57563,18.3,"non.restbase",585,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 18.3",2,2
"604","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.26245108973043,0.244269696901093,12,1.75497,18.3,"non.restbase",586,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 18.3",2,2
"605","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.3096301674259,0.222914069186317,12,1.67076,20.4000000000001,"non.restbase",587,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 20.4",2,2
"606","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.3096301674259,0.316096209675131,12,2.0706,20.4000000000001,"non.restbase",588,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 20.4",2,2
"607","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.78604121024255,0.717499080931559,12,5.21794,61.0999999999994,"non.restbase",589,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 61.1",2,2
"608","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.78604121024255,0.786475287721873,12,6.11611,61.0999999999994,"non.restbase",590,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 61.1",2,2
"609","fish","Gadus morhua (species in domain Eukaryota)","RMR",1.85733249643127,0.67091348499946,12,4.6872,72.0000000000003,"non.restbase",591,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 72",2,2
"610","fish","Gadus morhua (species in domain Eukaryota)","MMR",2.10105935490812,1.34021012167211,10,21.8882036950927,126.2,"non.restbase",592,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 126.2",2,1
"611","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.14612803567824,1.10516942799933,15,12.74,140.000000000001,"non.restbase",593,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 140",2,2
"612","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.18041263283832,1.14608460405843,15,13.9986,151.499999999999,"non.restbase",594,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 151.5",2,2
"613","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.23044892137827,1.13624480174614,11.5,13.6849999999999,169.999999999998,"non.restbase",595,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 170",2,2
"614","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.2380461031288,1.00222223551913,12,10.0513000000001,173.000000000002,"non.restbase",596,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 173",2,2
"615","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.27438879555038,1.11512203016219,10,13.0353300000001,188.1,"non.restbase",597,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 188.1",2,1
"616","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.33243845991561,1.20692027761507,12,16.1034999999999,215.000000000002,"non.restbase",598,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 215",2,2
"617","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.3384564936046,1.11297345933315,11.5,12.9709999999999,217.999999999998,"non.restbase",599,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 218",2,2
"618","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.35793484700045,1.14255213963333,12,13.8852,227.999999999998,"non.restbase",600,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 228",2,2
"619","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.35793484700045,1.30340343213227,12,20.1095999999998,227.999999999998,"non.restbase",601,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 228",2,2
"620","fish","Gadus morhua (species in domain Eukaryota)","MMR",2.38614210893082,1.48191460967719,5,30.3329472374735,243.3,"non.restbase",602,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 243.3",2,1
"621","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.38738982633873,1.16190679206728,11.5,14.518,244,"non.restbase",603,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 244",2,2
"622","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.40483371661994,1.14202635932468,12,13.8684000000002,254.000000000001,"non.restbase",604,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 254",2,2
"623","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.42813479402879,1.07257338349663,12,11.8188000000001,268.000000000001,"non.restbase",605,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 268",2,2
"624","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.45178643552429,1.1419825155528,12,13.8669999999999,283,"non.restbase",606,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 283",2,2
"625","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.45178643552429,1.28365620980479,11.5,19.2156999999999,283,"non.restbase",607,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 283",2,2
"626","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.45636603312904,1.23596252438687,11.5,17.2172000000001,285.999999999998,"non.restbase",608,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 286",2,2
"627","fish","Gadus morhua (species in domain Eukaryota)","MMR",2.47479881880063,1.71495761979292,15,51.8749414798904,298.4,"non.restbase",609,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 298.4",2,2
"628","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.48287358360875,0.981184137398354,11.5,9.57599999999999,303.999999999997,"non.restbase",610,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 304",2,2
"629","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.4996870826184,1.15096509661655,11.5,14.1568000000001,315.999999999997,"non.restbase",611,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 316",2,2
"630","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.52374646681156,1.51497254250406,12,32.7320000000001,333.999999999997,"non.restbase",612,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 334",2,2
"631","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.54406804435028,1.31344537042641,15,20.5799999999998,350.000000000004,"non.restbase",613,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 350",2,2
"632","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.54777470538782,1.28496734809256,12,19.2738,352.999999999998,"non.restbase",614,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 353",2,2
"633","fish","Gadus morhua (species in domain Eukaryota)","MMR",2.56949095434878,1.77106718133667,10,59.0292385878136,371.1,"non.restbase",615,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 371.1",2,1
"634","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.58206336291171,1.17534942993217,11.5,14.9744000000001,382.000000000001,"non.restbase",616,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 382",2,2
"635","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.64345267648619,1.45703366505438,11.5,28.644,440.000000000003,"non.restbase",617,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 440",2,2
"636","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.66651798055488,1.51593739435178,12,32.8048,463.999999999999,"non.restbase",618,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 464",2,2
"637","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.70757017609794,1.46648206849591,15,29.274,510.000000000004,"non.restbase",619,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 510",2,2
"638","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.71432975974523,1.33027981140163,12,21.3933999999998,517.999999999996,"non.restbase",620,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 518",2,2
"639","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.71432975974523,1.58473366502426,12,38.4356,517.999999999996,"non.restbase",621,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 518",2,2
"640","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.78604121024255,1.72804926326487,12,53.4625000000003,610.999999999994,"non.restbase",622,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 611",2,2
"641","fish","Gadus morhua (species in domain Eukaryota)","MMR",2.79239168949825,2.00768742003476,10,101.785852884996,620,"non.restbase",623,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 620",2,1
"642","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.80955971463527,1.70387577731971,12,50.5680000000004,645.000000000004,"non.restbase",624,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 645",2,2
"643","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.84509804001426,1.56525734342021,15,36.7499999999997,700.000000000005,"non.restbase",625,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 700",2,2
"644","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.85733249643127,1.42670640604631,12,26.7119999999997,720.000000000002,"non.restbase",626,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 720",2,2
"645","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.90471554527868,1.61313644541339,12,41.0332999999997,802.999999999998,"non.restbase",627,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 803",2,2
"646","fish","Gadus morhua (species in domain Eukaryota)","RMR",2.92839585225671,1.44559175020669,12,27.8992000000001,847.999999999993,"non.restbase",628,"Restbase","Branchial","Aquatic","Aquatic","Non-aerial","Gadus morhua (species in domain Eukaryota) 848",2,2
